         1      -0.649062153837186E+02       0.184100322345679E+02
      -0.649049000000000E+02       0.184062900000000E+02
      -0.649089330000000E+02       0.184081110000000E+02
      -0.649103430000000E+02       0.184115520000000E+02
      -0.649089620000000E+02       0.184129520000000E+02
      -0.649053290000000E+02       0.184126070000000E+02
      -0.649027050000000E+02       0.184101660000000E+02
      -0.649027930000000E+02       0.184080310000000E+02
      -0.649040980000000E+02       0.184064940000000E+02
      -0.649049000000000E+02       0.184062900000000E+02
END
         2      -0.649080765368766E+02       0.183981158333333E+02
      -0.649070530000000E+02       0.183876660000000E+02
      -0.649076690000000E+02       0.183878200000000E+02
      -0.649108410000000E+02       0.183915700000000E+02
      -0.649128390000000E+02       0.183948580000000E+02
      -0.649173710000000E+02       0.184043810000000E+02
      -0.649174570000000E+02       0.184052670000000E+02
      -0.649165550000000E+02       0.184058850000000E+02
      -0.649145030000000E+02       0.184062690000000E+02
      -0.649118520000000E+02       0.184058740000000E+02
      -0.649056320000000E+02       0.184033460000000E+02
      -0.649031540000000E+02       0.184004080000000E+02
      -0.648992690000000E+02       0.183940030000000E+02
      -0.648993680000000E+02       0.183927680000000E+02
      -0.649048430000000E+02       0.183895780000000E+02
      -0.649070530000000E+02       0.183876660000000E+02
END
         3      -0.649714396327855E+02       0.183949755092593E+02
      -0.649740950000000E+02       0.183937620000000E+02
      -0.649748330000000E+02       0.183951820000000E+02
      -0.649749690000000E+02       0.184016620000000E+02
      -0.649739390000000E+02       0.184017130000000E+02
      -0.649727630000000E+02       0.184008630000000E+02
      -0.649672450000000E+02       0.183938150000000E+02
      -0.649678590000000E+02       0.183928070000000E+02
      -0.649707860000000E+02       0.183919240000000E+02
      -0.649725630000000E+02       0.183925460000000E+02
      -0.649740950000000E+02       0.183937620000000E+02
END
         4      -0.649703267466632E+02       0.183826578888889E+02
      -0.649673480000000E+02       0.183850030000000E+02
      -0.649673170000000E+02       0.183829570000000E+02
      -0.649654710000000E+02       0.183781770000000E+02
      -0.649655860000000E+02       0.183770640000000E+02
      -0.649665480000000E+02       0.183767530000000E+02
      -0.649732510000000E+02       0.183823690000000E+02
      -0.649759820000000E+02       0.183862940000000E+02
      -0.649739240000000E+02       0.183872650000000E+02
      -0.649729180000000E+02       0.183870230000000E+02
      -0.649706590000000E+02       0.183851830000000E+02
      -0.649673480000000E+02       0.183850030000000E+02
END
         5      -0.649301092308671E+02       0.183430605185185E+02
      -0.649630416272038E+02       0.183251244422844E+02
      -0.649638961255060E+02       0.183252050255192E+02
      -0.649648290000000E+02       0.183252930000000E+02
      -0.649652853478942E+02       0.183267326358661E+02
      -0.649656500000000E+02       0.183278830000000E+02
      -0.649640970000000E+02       0.183310320000000E+02
      -0.649635750000000E+02       0.183343470000000E+02
      -0.649643920000000E+02       0.183357510000000E+02
      -0.649667200000000E+02       0.183365220000000E+02
      -0.649684110000000E+02       0.183363200000000E+02
      -0.649697830000000E+02       0.183353280000000E+02
      -0.649696490000000E+02       0.183344580000000E+02
      -0.649727870000000E+02       0.183316660000000E+02
      -0.649731144897533E+02       0.183324909596084E+02
      -0.649757020000000E+02       0.183390090000000E+02
      -0.649758809765867E+02       0.183397403436806E+02
      -0.649766166277367E+02       0.183427464006709E+02
      -0.649768150000000E+02       0.183435570000000E+02
      -0.649771609560871E+02       0.183439069703455E+02
      -0.649772243209308E+02       0.183439710704353E+02
      -0.649777630000000E+02       0.183445160000000E+02
